path,label,start,end,subject,cam,dataset,age_group,gender_presentation,monk_skin_tone,race_ethnicity_omb,bmi_band,height_band,environment_category,camera_shot,speed,camera_elevation,camera_azimuth,camera_distance
fall/fall_ch_031,1,0.0,2.167,-1,-1,of-syn,children_5_12,male,mst10,nhpi,normal,short,indoor,static_medium_wide,25fps_rt,high,rear,far
fall/fall_ch_031,2,2.167,5.063,-1,-1,of-syn,children_5_12,male,mst10,nhpi,normal,short,indoor,static_medium_wide,25fps_rt,high,rear,far
fall/fall_ch_032,1,0.0,2.394,-1,-1,of-syn,children_5_12,male,mst1,black,underweight,tall,outdoor,static_wide,24fps_rt,top,rear,medium
fall/fall_ch_032,2,2.394,3.971,-1,-1,of-syn,children_5_12,male,mst1,black,underweight,tall,outdoor,static_wide,24fps_rt,top,rear,medium
fall/fall_ch_032,7,3.971,5.063,-1,-1,of-syn,children_5_12,male,mst1,black,underweight,tall,outdoor,static_wide,24fps_rt,top,rear,medium
fall/fall_ch_033,1,0.0,5.063,-1,-1,of-syn,children_5_12,female,mst7,nhpi,obese,tall,outdoor,static_medium_wide,24fps_rt,eye,left,far
fall/fall_ch_034,9,0.0,2.684,-1,-1,of-syn,children_5_12,female,mst6,asian,obese,avg,outdoor,static_wide,24fps_rt,eye,left,far
fall/fall_ch_034,15,2.684,4.058,-1,-1,of-syn,children_5_12,female,mst6,asian,obese,avg,outdoor,static_wide,24fps_rt,eye,left,far
fall/fall_ch_034,0,4.058,5.0625,-1,-1,of-syn,children_5_12,female,mst6,asian,obese,avg,outdoor,static_wide,24fps_rt,eye,left,far
fall/fall_ch_035,1,0.0,2.197,-1,-1,of-syn,children_5_12,male,mst6,mena,overweight,short,outdoor,static_wide,24fps_rt,high,rear,far
fall/fall_ch_035,7,2.197,5.0625,-1,-1,of-syn,children_5_12,male,mst6,mena,overweight,short,outdoor,static_wide,24fps_rt,high,rear,far
fall/fall_ch_036,1,0.0,0.765,-1,-1,of-syn,children_5_12,female,mst7,white,normal,short,indoor,static_medium_wide,25fps_rt,high,front,far
fall/fall_ch_036,2,0.765,0.969,-1,-1,of-syn,children_5_12,female,mst7,white,normal,short,indoor,static_medium_wide,25fps_rt,high,front,far
fall/fall_ch_036,7,0.969,2.501,-1,-1,of-syn,children_5_12,female,mst7,white,normal,short,indoor,static_medium_wide,25fps_rt,high,front,far
fall/fall_ch_036,11,2.501,5.0625,-1,-1,of-syn,children_5_12,female,mst7,white,normal,short,indoor,static_medium_wide,25fps_rt,high,front,far
fall/fall_ch_037,1,0.0,5.0625,-1,-1,of-syn,children_5_12,male,mst5,black,underweight,avg,indoor,static_wide,25fps_rt,top,rear,far
fall/fall_ch_038,1,0.0,5.063,-1,-1,of-syn,children_5_12,male,mst4,nhpi,underweight,short,outdoor,static_wide,std_rt,eye,front,far
fall/fall_ch_039,1,0.0,1.535,-1,-1,of-syn,children_5_12,male,mst2,aian,overweight,tall,outdoor,static_wide,std_rt,eye,rear,medium
fall/fall_ch_039,4,1.535,5.0625,-1,-1,of-syn,children_5_12,male,mst2,aian,overweight,tall,outdoor,static_wide,std_rt,eye,rear,medium
fall/fall_ch_040,9,0.0,0.71,-1,-1,of-syn,children_5_12,male,mst1,black,underweight,tall,outdoor,static_wide,25fps_rt,high,left,medium
fall/fall_ch_040,1,0.71,2.337,-1,-1,of-syn,children_5_12,male,mst1,black,underweight,tall,outdoor,static_wide,25fps_rt,high,left,medium
fall/fall_ch_040,2,2.337,4.269,-1,-1,of-syn,children_5_12,male,mst1,black,underweight,tall,outdoor,static_wide,25fps_rt,high,left,medium
fall/fall_ch_040,7,4.269,5.0625,-1,-1,of-syn,children_5_12,male,mst1,black,underweight,tall,outdoor,static_wide,25fps_rt,high,left,medium
fall/fall_ch_041,0,0.0,1.186,-1,-1,of-syn,children_5_12,female,mst1,black,obese,avg,outdoor,static_medium_wide,std_rt,low,right,far
fall/fall_ch_041,1,1.186,3.682,-1,-1,of-syn,children_5_12,female,mst1,black,obese,avg,outdoor,static_medium_wide,std_rt,low,right,far
fall/fall_ch_041,11,3.682,4.774,-1,-1,of-syn,children_5_12,female,mst1,black,obese,avg,outdoor,static_medium_wide,std_rt,low,right,far
fall/fall_ch_041,7,4.774,5.0625,-1,-1,of-syn,children_5_12,female,mst1,black,obese,avg,outdoor,static_medium_wide,std_rt,low,right,far
fall/fall_ch_042,9,0.0,1.66,-1,-1,of-syn,children_5_12,male,mst10,mena,normal,avg,outdoor,static_wide,24fps_rt,high,front,medium
fall/fall_ch_042,1,1.66,4.412,-1,-1,of-syn,children_5_12,male,mst10,mena,normal,avg,outdoor,static_wide,24fps_rt,high,front,medium
fall/fall_ch_042,2,4.412,5.0625,-1,-1,of-syn,children_5_12,male,mst10,mena,normal,avg,outdoor,static_wide,24fps_rt,high,front,medium
fall/fall_ch_043,9,0.0,2.88,-1,-1,of-syn,children_5_12,male,mst7,mena,overweight,tall,indoor,static_wide,25fps_rt,top,front,medium
fall/fall_ch_043,1,2.88,5.0625,-1,-1,of-syn,children_5_12,male,mst7,mena,overweight,tall,indoor,static_wide,25fps_rt,top,front,medium
fall/fall_ch_044,9,0.0,0.985,-1,-1,of-syn,children_5_12,female,mst8,white,underweight,short,outdoor,static_wide,24fps_rt,high,rear,medium
fall/fall_ch_044,1,0.985,4.133,-1,-1,of-syn,children_5_12,female,mst8,white,underweight,short,outdoor,static_wide,24fps_rt,high,rear,medium
fall/fall_ch_044,7,4.133,5.0625,-1,-1,of-syn,children_5_12,female,mst8,white,underweight,short,outdoor,static_wide,24fps_rt,high,rear,medium
fall/fall_ch_045,1,0.0,5.063,-1,-1,of-syn,children_5_12,male,mst7,mena,normal,short,indoor,static_medium_wide,25fps_rt,low,left,medium
fall/fall_ch_046,1,0.0,5.063,-1,-1,of-syn,children_5_12,female,mst7,black,obese,avg,outdoor,static_medium_wide,24fps_rt,top,left,far
fall/fall_ch_047,1,0.0,5.063,-1,-1,of-syn,children_5_12,female,mst6,nhpi,normal,avg,indoor,static_wide,std_rt,eye,right,medium
fall/fall_ch_048,1,0.0,5.0625,-1,-1,of-syn,children_5_12,male,mst3,aian,obese,short,indoor,static_wide,30fps_rt,low,front,medium
fall/fall_ch_049,1,0.0,4.095,-1,-1,of-syn,children_5_12,male,mst5,white,overweight,short,indoor,static_medium_wide,std_rt,high,front,medium
fall/fall_ch_049,6,4.095,5.0625,-1,-1,of-syn,children_5_12,male,mst5,white,overweight,short,indoor,static_medium_wide,std_rt,high,front,medium
fall/fall_ch_050,0,0.0,1.102,-1,-1,of-syn,children_5_12,male,mst4,white,obese,tall,indoor,static_wide,std_rt,eye,rear,medium
fall/fall_ch_050,1,1.102,5.0625,-1,-1,of-syn,children_5_12,male,mst4,white,obese,tall,indoor,static_wide,std_rt,eye,rear,medium
fall/fall_ch_051,1,0.0,5.063,-1,-1,of-syn,children_5_12,male,mst5,white,normal,avg,indoor,static_wide,30fps_rt,low,front,far
fall/fall_ch_052,1,0.0,5.063,-1,-1,of-syn,children_5_12,female,mst10,white,underweight,avg,outdoor,static_medium_wide,25fps_rt,low,left,medium
fall/fall_ch_053,1,0.0,4.221,-1,-1,of-syn,children_5_12,female,mst7,aian,underweight,short,outdoor,static_medium_wide,std_rt,low,front,medium
fall/fall_ch_053,2,4.221,5.063,-1,-1,of-syn,children_5_12,female,mst7,aian,underweight,short,outdoor,static_medium_wide,std_rt,low,front,medium
fall/fall_ch_054,8,0.0,2.053,-1,-1,of-syn,children_5_12,male,mst9,asian,obese,short,indoor,static_medium_wide,std_rt,top,right,medium
fall/fall_ch_054,1,2.053,5.063,-1,-1,of-syn,children_5_12,male,mst9,asian,obese,short,indoor,static_medium_wide,std_rt,top,right,medium
fall/fall_ch_055,0,0.0,0.881,-1,-1,of-syn,children_5_12,female,mst2,mena,obese,avg,indoor,static_wide,30fps_rt,high,rear,far
fall/fall_ch_055,1,0.881,5.0625,-1,-1,of-syn,children_5_12,female,mst2,mena,obese,avg,indoor,static_wide,30fps_rt,high,rear,far
fall/fall_ch_056,9,0.0,2.175,-1,-1,of-syn,children_5_12,male,mst10,white,normal,short,indoor,static_wide,30fps_rt,low,front,far
fall/fall_ch_056,1,2.175,5.0625,-1,-1,of-syn,children_5_12,male,mst10,white,normal,short,indoor,static_wide,30fps_rt,low,front,far
fall/fall_ch_057,1,0.0,4.087,-1,-1,of-syn,children_5_12,female,mst10,white,obese,short,outdoor,static_wide,std_rt,eye,right,medium
fall/fall_ch_057,2,4.087,5.0625,-1,-1,of-syn,children_5_12,female,mst10,white,obese,short,outdoor,static_wide,std_rt,eye,right,medium
fall/fall_ch_058,1,0.0,5.063,-1,-1,of-syn,children_5_12,female,mst10,mena,normal,short,outdoor,static_wide,std_rt,top,right,medium
fall/fall_ch_059,1,0.0,1.316,-1,-1,of-syn,children_5_12,female,mst4,hispanic_latino,overweight,avg,indoor,static_medium_wide,30fps_rt,high,rear,medium
fall/fall_ch_059,9,1.316,5.0625,-1,-1,of-syn,children_5_12,female,mst4,hispanic_latino,overweight,avg,indoor,static_medium_wide,30fps_rt,high,rear,medium
fall/fall_ch_060,1,0.0,1.384,-1,-1,of-syn,children_5_12,female,mst9,hispanic_latino,normal,tall,indoor,static_wide,std_rt,low,rear,medium
fall/fall_ch_060,4,1.384,5.063,-1,-1,of-syn,children_5_12,female,mst9,hispanic_latino,normal,tall,indoor,static_wide,std_rt,low,rear,medium
fall/fall_ch_061,1,0.0,1.686,-1,-1,of-syn,children_5_12,female,mst7,asian,obese,tall,indoor,static_wide,std_rt,low,rear,medium
fall/fall_ch_061,8,1.686,3.616,-1,-1,of-syn,children_5_12,female,mst7,asian,obese,tall,indoor,static_wide,std_rt,low,rear,medium
fall/fall_ch_061,0,3.616,5.0625,-1,-1,of-syn,children_5_12,female,mst7,asian,obese,tall,indoor,static_wide,std_rt,low,rear,medium
fall/fall_ch_062,1,0.0,1.523,-1,-1,of-syn,children_5_12,male,mst2,nhpi,normal,avg,indoor,static_medium_wide,std_rt,low,right,far
fall/fall_ch_062,9,1.523,2.788,-1,-1,of-syn,children_5_12,male,mst2,nhpi,normal,avg,indoor,static_medium_wide,std_rt,low,right,far
fall/fall_ch_062,7,2.788,4.516,-1,-1,of-syn,children_5_12,male,mst2,nhpi,normal,avg,indoor,static_medium_wide,std_rt,low,right,far
fall/fall_ch_062,4,4.516,5.0625,-1,-1,of-syn,children_5_12,male,mst2,nhpi,normal,avg,indoor,static_medium_wide,std_rt,low,right,far
fall/fall_ch_063,1,0.0,5.063,-1,-1,of-syn,children_5_12,male,mst7,aian,normal,short,outdoor,static_medium_wide,25fps_rt,eye,front,far
fall/fall_ch_064,1,0.0,5.063,-1,-1,of-syn,children_5_12,female,mst2,hispanic_latino,overweight,avg,outdoor,static_wide,std_rt,top,rear,medium
fall/fall_ch_065,1,0.0,1.908,-1,-1,of-syn,children_5_12,male,mst9,nhpi,normal,tall,indoor,static_wide,25fps_rt,eye,rear,medium
fall/fall_ch_065,9,1.908,5.0625,-1,-1,of-syn,children_5_12,male,mst9,nhpi,normal,tall,indoor,static_wide,25fps_rt,eye,rear,medium
fall/fall_ch_066,1,0.0,1.417,-1,-1,of-syn,children_5_12,female,mst1,aian,underweight,avg,outdoor,static_medium_wide,25fps_rt,top,right,far
fall/fall_ch_066,2,1.417,5.063,-1,-1,of-syn,children_5_12,female,mst1,aian,underweight,avg,outdoor,static_medium_wide,25fps_rt,top,right,far
fall/fall_ch_067,1,0.0,1.201,-1,-1,of-syn,children_5_12,male,mst9,hispanic_latino,obese,short,indoor,static_wide,24fps_rt,top,rear,medium
fall/fall_ch_067,9,1.201,5.0625,-1,-1,of-syn,children_5_12,male,mst9,hispanic_latino,obese,short,indoor,static_wide,24fps_rt,top,rear,medium
fall/fall_ch_068,0,0.0,3.677,-1,-1,of-syn,children_5_12,male,mst8,white,normal,avg,indoor,static_medium_wide,24fps_rt,low,front,medium
fall/fall_ch_068,1,3.677,4.62,-1,-1,of-syn,children_5_12,male,mst8,white,normal,avg,indoor,static_medium_wide,24fps_rt,low,front,medium
fall/fall_ch_068,2,4.62,5.063,-1,-1,of-syn,children_5_12,male,mst8,white,normal,avg,indoor,static_medium_wide,24fps_rt,low,front,medium
fall/fall_ch_069,1,0.0,5.063,-1,-1,of-syn,children_5_12,female,mst8,asian,normal,short,outdoor,static_medium_wide,30fps_rt,top,rear,medium
fall/fall_ch_070,1,0.0,3.637,-1,-1,of-syn,children_5_12,female,mst9,nhpi,overweight,tall,outdoor,static_medium_wide,std_rt,low,right,far
fall/fall_ch_070,2,3.637,5.0625,-1,-1,of-syn,children_5_12,female,mst9,nhpi,overweight,tall,outdoor,static_medium_wide,std_rt,low,right,far
fall/fall_ch_071,0,0.0,0.542,-1,-1,of-syn,children_5_12,male,mst1,aian,overweight,avg,indoor,static_medium_wide,24fps_rt,high,front,far
fall/fall_ch_071,1,0.542,1.679,-1,-1,of-syn,children_5_12,male,mst1,aian,overweight,avg,indoor,static_medium_wide,24fps_rt,high,front,far
fall/fall_ch_071,2,1.679,2.763,-1,-1,of-syn,children_5_12,male,mst1,aian,overweight,avg,indoor,static_medium_wide,24fps_rt,high,front,far
fall/fall_ch_071,7,2.763,4.59258,-1,-1,of-syn,children_5_12,male,mst1,aian,overweight,avg,indoor,static_medium_wide,24fps_rt,high,front,far
fall/fall_ch_071,0,4.593,5.063,-1,-1,of-syn,children_5_12,male,mst1,aian,overweight,avg,indoor,static_medium_wide,24fps_rt,high,front,far
fall/fall_ch_072,15,0.0,0.567,-1,-1,of-syn,children_5_12,female,mst9,mena,normal,short,outdoor,static_wide,24fps_rt,low,rear,medium
fall/fall_ch_072,1,0.567,1.842,-1,-1,of-syn,children_5_12,female,mst9,mena,normal,short,outdoor,static_wide,24fps_rt,low,rear,medium
fall/fall_ch_072,7,1.842,5.063,-1,-1,of-syn,children_5_12,female,mst9,mena,normal,short,outdoor,static_wide,24fps_rt,low,rear,medium
fall/fall_ch_073,1,0.0,3.349,-1,-1,of-syn,children_5_12,female,mst10,asian,obese,tall,outdoor,static_wide,25fps_rt,low,right,medium
fall/fall_ch_073,7,3.349,5.0625,-1,-1,of-syn,children_5_12,female,mst10,asian,obese,tall,outdoor,static_wide,25fps_rt,low,right,medium
fall/fall_ch_074,1,0.0,1.405,-1,-1,of-syn,children_5_12,male,mst2,mena,overweight,avg,outdoor,static_medium_wide,24fps_rt,low,rear,far
fall/fall_ch_074,2,1.405,5.0625,-1,-1,of-syn,children_5_12,male,mst2,mena,overweight,avg,outdoor,static_medium_wide,24fps_rt,low,rear,far
fall/fall_ch_075,0,0.0,0.94,-1,-1,of-syn,children_5_12,female,mst6,hispanic_latino,overweight,short,outdoor,static_medium_wide,std_rt,top,rear,medium
fall/fall_ch_075,1,0.94,3.04,-1,-1,of-syn,children_5_12,female,mst6,hispanic_latino,overweight,short,outdoor,static_medium_wide,std_rt,top,rear,medium
fall/fall_ch_075,2,3.04,5.063,-1,-1,of-syn,children_5_12,female,mst6,hispanic_latino,overweight,short,outdoor,static_medium_wide,std_rt,top,rear,medium
fall/fall_ch_076,9,0.0,3.416,-1,-1,of-syn,children_5_12,male,mst1,aian,underweight,tall,indoor,static_wide,24fps_rt,top,front,far
fall/fall_ch_076,1,3.416,4.736,-1,-1,of-syn,children_5_12,male,mst1,aian,underweight,tall,indoor,static_wide,24fps_rt,top,front,far
fall/fall_ch_076,2,4.736,5.063,-1,-1,of-syn,children_5_12,male,mst1,aian,underweight,tall,indoor,static_wide,24fps_rt,top,front,far
fall/fall_ch_077,15,0.0,1.039,-1,-1,of-syn,children_5_12,female,mst4,aian,normal,tall,outdoor,static_medium_wide,std_rt,low,rear,far
fall/fall_ch_077,1,1.039,5.0625,-1,-1,of-syn,children_5_12,female,mst4,aian,normal,tall,outdoor,static_medium_wide,std_rt,low,rear,far
fall/fall_ch_078,1,0.0,5.063,-1,-1,of-syn,children_5_12,female,mst1,asian,obese,tall,indoor,static_medium_wide,25fps_rt,high,rear,far
fall/fall_ch_079,15,0.0,1.141,-1,-1,of-syn,children_5_12,female,mst10,asian,normal,short,indoor,static_medium_wide,30fps_rt,top,right,medium
fall/fall_ch_079,1,1.141,4.019,-1,-1,of-syn,children_5_12,female,mst10,asian,normal,short,indoor,static_medium_wide,30fps_rt,top,right,medium
